date,channel,is_promotion_day,promotion_name,traffic,orders,gmv,conversion_rate,average_order_value,refund_rate
2024-12-14,Store Referral,False,,5781,175,40416.13,0.0303,230.95,0.0775
2024-12-14,SMS Marketing,False,,3687,149,34973.03,0.0404,234.72,0.0888
2024-12-14,WeChat Content,False,,3732,131,33093.2,0.0351,252.62,0.0946
2024-12-14,Private Community,False,,5156,255,58103.02,0.0495,227.85,0.0663
2024-12-14,Organic App Traffic,False,,10164,280,67349.33,0.0275,240.53,0.0971
2024-12-15,Store Referral,False,,7532,264,79862.73,0.0351,302.51,0.0597
2024-12-15,SMS Marketing,False,,4383,204,61332.95,0.0465,300.65,0.0585
2024-12-15,WeChat Content,False,,4944,195,54037.0,0.0394,277.11,0.0967
2024-12-15,Private Community,False,,5795,318,80206.59,0.0549,252.22,0.065
2024-12-15,Organic App Traffic,False,,10748,307,96448.67,0.0286,314.17,0.1058
2024-12-16,Store Referral,False,,6907,224,56064.3,0.0324,250.29,0.0952
2024-12-16,SMS Marketing,False,,4053,181,51065.16,0.0447,282.13,0.0966
2024-12-16,WeChat Content,False,,5099,188,57252.08,0.0369,304.53,0.0952
2024-12-16,Private Community,False,,5719,277,80986.69,0.0484,292.37,0.0428
2024-12-16,Organic App Traffic,False,,9956,273,76903.18,0.0274,281.7,0.0794
2024-12-17,Store Referral,False,,7716,275,81301.22,0.0356,295.64,0.0638
2024-12-17,SMS Marketing,False,,4447,247,80216.56,0.0555,324.76,0.0709
2024-12-17,WeChat Content,False,,6094,267,84290.88,0.0438,315.7,0.0877
2024-12-17,Private Community,False,,6441,382,120705.83,0.0593,315.98,0.0597
2024-12-17,Organic App Traffic,False,,9981,326,112166.37,0.0327,344.07,0.0871
2024-12-18,Store Referral,False,,7859,285,101546.85,0.0363,356.3,0.0733
2024-12-18,SMS Marketing,False,,5576,254,89577.77,0.0456,352.67,0.0695
2024-12-18,WeChat Content,False,,5587,212,60085.67,0.0379,283.42,0.0837
2024-12-18,Private Community,False,,6422,315,110036.71,0.0491,349.32,0.0846
2024-12-18,Organic App Traffic,False,,11098,326,106676.02,0.0294,327.23,0.0969
2024-12-19,Store Referral,False,,6477,214,85872.73,0.033,401.27,0.0981
2024-12-19,SMS Marketing,False,,3994,168,60769.35,0.0421,361.72,0.0898
2024-12-19,WeChat Content,False,,3254,119,46110.43,0.0366,387.48,0.0564
2024-12-19,Private Community,False,,4989,235,98455.84,0.0471,418.96,0.0808
2024-12-19,Organic App Traffic,False,,8719,265,97114.69,0.0304,366.47,0.0809
2024-12-20,Store Referral,False,,5837,197,73998.02,0.0338,375.62,0.0672
2024-12-20,SMS Marketing,False,,3874,170,57031.99,0.0439,335.48,0.0712
2024-12-20,WeChat Content,False,,4341,147,56521.76,0.0339,384.5,0.0874
2024-12-20,Private Community,False,,5648,235,77460.14,0.0416,329.62,0.0616
2024-12-20,Organic App Traffic,False,,9455,257,101922.12,0.0272,396.58,0.0874
2024-12-21,Store Referral,False,,7300,195,73321.45,0.0267,376.01,0.0868
2024-12-21,SMS Marketing,False,,3327,118,42114.97,0.0355,356.91,0.0641
2024-12-21,WeChat Content,False,,4383,124,46219.79,0.0283,372.74,0.1116
2024-12-21,Private Community,False,,5636,243,91192.74,0.0431,375.28,0.0824
2024-12-21,Organic App Traffic,False,,10203,246,91102.27,0.0241,370.33,0.09
2024-12-22,Store Referral,False,,5142,127,31603.43,0.0247,248.85,0.0889
2024-12-22,SMS Marketing,False,,3254,107,25913.76,0.0329,242.18,0.0539
2024-12-22,WeChat Content,False,,3276,96,22849.86,0.0293,238.02,0.0824
2024-12-22,Private Community,False,,4070,154,34812.92,0.0378,226.06,0.0834
2024-12-22,Organic App Traffic,False,,7315,174,39501.58,0.0238,227.02,0.0843
2024-12-23,Store Referral,False,,5160,159,44922.09,0.0308,282.53,0.0884
2024-12-23,SMS Marketing,False,,2988,136,39662.3,0.0455,291.63,0.0687
2024-12-23,WeChat Content,False,,3473,118,33177.17,0.034,281.16,0.0822
2024-12-23,Private Community,False,,4178,195,51219.4,0.0467,262.66,0.1022
2024-12-23,Organic App Traffic,False,,6872,160,44483.63,0.0233,278.02,0.0749
2024-12-24,Store Referral,False,,5238,143,41466.99,0.0273,289.98,0.0731
2024-12-24,SMS Marketing,False,,2926,102,28968.85,0.0349,284.01,0.1043
2024-12-24,WeChat Content,False,,3402,114,33009.35,0.0335,289.56,0.1061
2024-12-24,Private Community,False,,4360,185,55182.92,0.0424,298.29,0.0811
2024-12-24,Organic App Traffic,False,,7929,214,67214.96,0.027,314.09,0.0589
2024-12-25,Store Referral,False,,5456,167,53777.04,0.0306,322.02,0.0971
2024-12-25,SMS Marketing,False,,2730,115,37409.97,0.0421,325.3,0.0751
2024-12-25,WeChat Content,False,,3312,117,34863.05,0.0353,297.97,0.0797
2024-12-25,Private Community,False,,4394,191,60724.22,0.0435,317.93,0.1032
2024-12-25,Organic App Traffic,False,,6901,190,61775.69,0.0275,325.14,0.0856
2024-12-26,Store Referral,False,,5344,171,64173.83,0.032,375.29,0.0676
2024-12-26,SMS Marketing,False,,2639,105,41640.7,0.0398,396.58,0.0843
2024-12-26,WeChat Content,False,,3260,111,42019.61,0.034,378.56,0.0809
2024-12-26,Private Community,False,,4568,196,59469.12,0.0429,303.41,0.0794
2024-12-26,Organic App Traffic,False,,6387,170,57553.93,0.0266,338.55,0.1112
2024-12-27,Store Referral,False,,5320,164,54207.09,0.0308,330.53,0.0748
2024-12-27,SMS Marketing,False,,3180,114,42889.48,0.0358,376.22,0.0783
2024-12-27,WeChat Content,False,,3799,126,45268.47,0.0332,359.27,0.0684
2024-12-27,Private Community,False,,5229,231,80151.05,0.0442,346.97,0.0935
2024-12-27,Organic App Traffic,False,,7399,182,61189.27,0.0246,336.2,0.0733
2024-12-28,Store Referral,False,,7530,234,86746.12,0.0311,370.71,0.0774
2024-12-28,SMS Marketing,False,,3459,126,49593.55,0.0364,393.6,0.0855
2024-12-28,WeChat Content,False,,3791,117,41339.14,0.0309,353.33,0.0883
2024-12-28,Private Community,False,,5326,243,82543.12,0.0456,339.68,0.095
2024-12-28,Organic App Traffic,False,,8876,230,79122.31,0.0259,344.01,0.1007
2024-12-29,Store Referral,False,,7299,261,92259.45,0.0358,353.48,0.0544
2024-12-29,SMS Marketing,False,,3563,129,45476.21,0.0362,352.53,0.0995
2024-12-29,WeChat Content,False,,4671,149,49417.09,0.0319,331.66,0.1046
2024-12-29,Private Community,False,,4816,207,65981.77,0.043,318.75,0.0801
2024-12-29,Organic App Traffic,False,,9717,265,86306.76,0.0273,325.69,0.0865
2024-12-30,Store Referral,False,,6076,209,71588.04,0.0344,342.53,0.0699
2024-12-30,SMS Marketing,False,,3458,144,46270.99,0.0416,321.33,0.084
2024-12-30,WeChat Content,False,,4030,150,53082.48,0.0372,353.88,0.0992
2024-12-30,Private Community,False,,4890,229,88109.28,0.0468,384.76,0.0696
2024-12-30,Organic App Traffic,False,,8225,246,74056.44,0.0299,301.04,0.0872
2024-12-31,Store Referral,False,,5441,170,53004.72,0.0312,311.79,0.0819
2024-12-31,SMS Marketing,False,,3085,114,37794.66,0.037,331.53,0.087
2024-12-31,WeChat Content,False,,3610,118,37401.15,0.0327,316.96,0.0947
2024-12-31,Private Community,False,,3491,161,48943.87,0.0461,304.0,0.0557
2024-12-31,Organic App Traffic,False,,6996,162,54501.23,0.0232,336.43,0.0741
2025-01-01,Store Referral,False,,4827,146,37113.91,0.0302,254.2,0.0972
2025-01-01,SMS Marketing,False,,2157,94,28496.31,0.0436,303.15,0.0761
2025-01-01,WeChat Content,False,,3306,119,36380.3,0.036,305.72,0.0875
2025-01-01,Private Community,False,,3824,169,46172.48,0.0442,273.21,0.0863
2025-01-01,Organic App Traffic,False,,6678,190,56158.18,0.0285,295.57,0.0885
2025-01-02,Store Referral,False,,4373,137,34760.78,0.0313,253.73,0.0655
2025-01-02,SMS Marketing,False,,2210,79,18934.73,0.0357,239.68,0.0813
2025-01-02,WeChat Content,False,,2771,87,21492.12,0.0314,247.04,0.0736
2025-01-02,Private Community,False,,3068,150,36140.91,0.0489,240.94,0.1067
2025-01-02,Organic App Traffic,False,,5945,156,36616.25,0.0262,234.72,0.0828
2025-01-03,Store Referral,False,,4180,113,26364.98,0.027,233.32,0.0943
2025-01-03,SMS Marketing,False,,2238,80,18438.96,0.0357,230.49,0.0969
2025-01-03,WeChat Content,False,,2539,69,15175.4,0.0272,219.93,0.0868
2025-01-03,Private Community,False,,3344,134,37559.23,0.0401,280.29,0.0913
2025-01-03,Organic App Traffic,False,,6072,151,34895.16,0.0249,231.09,0.0865
2025-01-04,Store Referral,False,,4284,113,22917.17,0.0264,202.81,0.0711
2025-01-04,SMS Marketing,False,,3098,117,24209.69,0.0378,206.92,0.0775
2025-01-04,WeChat Content,False,,3356,98,19802.21,0.0292,202.06,0.0805
2025-01-04,Private Community,False,,3561,142,34110.1,0.0399,240.21,0.0826
2025-01-04,Organic App Traffic,False,,5882,148,35304.54,0.0252,238.54,0.0705
2025-01-05,Store Referral,False,,5347,151,28245.14,0.0282,187.05,0.0757
2025-01-05,SMS Marketing,False,,3317,110,21062.42,0.0332,191.48,0.0999
2025-01-05,WeChat Content,False,,3469,117,21773.44,0.0337,186.1,0.0735
2025-01-05,Private Community,False,,3762,163,33500.85,0.0433,205.53,0.0853
2025-01-05,Organic App Traffic,False,,7632,185,33003.74,0.0242,178.4,0.0953
2025-01-06,Store Referral,False,,6578,196,52396.07,0.0298,267.33,0.0683
2025-01-06,SMS Marketing,False,,3571,143,34513.94,0.04,241.36,0.0575
2025-01-06,WeChat Content,False,,4579,143,38624.94,0.0312,270.1,0.071
2025-01-06,Private Community,False,,5833,266,69099.53,0.0456,259.77,0.0821
2025-01-06,Organic App Traffic,False,,8636,221,59486.61,0.0256,269.17,0.102
2025-01-07,Store Referral,False,,6758,248,81002.5,0.0367,326.62,0.0991
2025-01-07,SMS Marketing,False,,3937,184,64492.1,0.0467,350.5,0.0734
2025-01-07,WeChat Content,False,,4123,149,49023.76,0.0361,329.02,0.068
2025-01-07,Private Community,False,,4614,248,86869.87,0.0537,350.28,0.0992
2025-01-07,Organic App Traffic,False,,8726,250,79959.48,0.0287,319.84,0.0962
2025-01-08,Store Referral,False,,6758,231,102408.6,0.0342,443.33,0.07
2025-01-08,SMS Marketing,False,,4067,178,65784.34,0.0438,369.57,0.078
2025-01-08,WeChat Content,False,,4466,183,74036.92,0.041,404.57,0.0861
2025-01-08,Private Community,False,,5129,252,102289.87,0.0491,405.91,0.0914
2025-01-08,Organic App Traffic,False,,9580,299,103331.41,0.0312,345.59,0.1041
2025-01-09,Store Referral,False,,7353,252,97258.25,0.0343,385.95,0.0755
2025-01-09,SMS Marketing,False,,5224,240,83173.4,0.0459,346.56,0.0839
2025-01-09,WeChat Content,False,,5880,209,74548.86,0.0355,356.69,0.0886
2025-01-09,Private Community,False,,7595,344,126601.49,0.0453,368.03,0.0712
2025-01-09,Organic App Traffic,False,,11917,366,127080.33,0.0307,347.21,0.0912
2025-01-10,Store Referral,False,,9520,321,124755.67,0.0337,388.65,0.0856
2025-01-10,SMS Marketing,False,,5489,262,98544.68,0.0477,376.12,0.0843
2025-01-10,WeChat Content,False,,5906,242,82541.21,0.041,341.08,0.0746
2025-01-10,Private Community,False,,8445,432,156785.01,0.0512,362.93,0.1001
2025-01-10,Organic App Traffic,False,,12553,395,143807.98,0.0315,364.07,0.0749
2025-01-11,Store Referral,False,,9948,393,147158.04,0.0395,374.45,0.0823
2025-01-11,SMS Marketing,False,,5636,247,87766.74,0.0438,355.33,0.0928
2025-01-11,WeChat Content,False,,6604,275,111047.54,0.0416,403.81,0.0844
2025-01-11,Private Community,False,,8500,458,182388.96,0.0539,398.23,0.0829
2025-01-11,Organic App Traffic,False,,13258,364,127569.89,0.0275,350.47,0.0702
2025-01-12,Store Referral,False,,8107,240,98089.39,0.0296,408.71,0.085
2025-01-12,SMS Marketing,False,,5580,213,87973.42,0.0382,413.02,0.0582
2025-01-12,WeChat Content,False,,5676,205,78461.35,0.0361,382.74,0.0705
2025-01-12,Private Community,False,,6240,313,128216.14,0.0502,409.64,0.0757
2025-01-12,Organic App Traffic,False,,11335,307,119528.76,0.0271,389.34,0.0817
2025-01-13,Store Referral,False,,5227,168,57607.44,0.0321,342.9,0.0666
2025-01-13,SMS Marketing,False,,3064,130,45401.56,0.0424,349.24,0.1017
2025-01-13,WeChat Content,False,,4168,143,41534.46,0.0343,290.45,0.0927
2025-01-13,Private Community,False,,4724,227,66758.8,0.0481,294.09,0.0623
2025-01-13,Organic App Traffic,False,,7779,213,64552.83,0.0274,303.06,0.0951
2025-01-14,Store Referral,False,,5538,204,69548.44,0.0368,340.92,0.1084
2025-01-14,SMS Marketing,False,,4091,161,50997.64,0.0394,316.76,0.091
2025-01-14,WeChat Content,False,,4070,147,47740.39,0.0361,324.76,0.0745
2025-01-14,Private Community,False,,4961,240,79148.29,0.0484,329.78,0.0835
2025-01-14,Organic App Traffic,False,,9131,279,103719.91,0.0306,371.76,0.0693
2025-01-15,Store Referral,False,,6587,227,76364.71,0.0345,336.41,0.0997
2025-01-15,SMS Marketing,False,,3777,188,64452.63,0.0498,342.83,0.0922
2025-01-15,WeChat Content,False,,3926,163,49845.03,0.0415,305.8,0.0771
2025-01-15,Private Community,False,,4164,242,69593.26,0.0581,287.58,0.0862
2025-01-15,Organic App Traffic,False,,8994,309,101158.3,0.0344,327.37,0.0853
2025-01-16,Store Referral,False,,7733,251,76745.64,0.0325,305.76,0.0783
2025-01-16,SMS Marketing,False,,4851,195,52590.0,0.0402,269.69,0.0987
2025-01-16,WeChat Content,False,,5916,232,65448.82,0.0392,282.11,0.0803
2025-01-16,Private Community,False,,6845,340,93384.58,0.0497,274.66,0.0845
2025-01-16,Organic App Traffic,False,,10896,315,90458.93,0.0289,287.17,0.0771
2025-01-17,Store Referral,False,,5650,179,43844.73,0.0317,244.94,0.0757
2025-01-17,SMS Marketing,False,,3744,175,43322.2,0.0467,247.56,0.067
2025-01-17,WeChat Content,False,,4489,179,44880.14,0.0399,250.73,0.0893
2025-01-17,Private Community,False,,4365,211,51881.87,0.0483,245.89,0.089
2025-01-17,Organic App Traffic,False,,8770,271,68604.72,0.0309,253.15,0.0482
2025-01-18,Store Referral,False,,5185,167,43476.87,0.0322,260.34,0.0864
2025-01-18,SMS Marketing,False,,3259,142,38369.22,0.0436,270.21,0.0831
2025-01-18,WeChat Content,False,,4206,145,36923.76,0.0345,254.65,0.0608
2025-01-18,Private Community,False,,4264,201,45075.5,0.0471,224.26,0.0945
2025-01-18,Organic App Traffic,False,,8814,257,61054.47,0.0292,237.57,0.0616
2025-01-19,Store Referral,False,,5694,158,35334.66,0.0277,223.64,0.0728
2025-01-19,SMS Marketing,False,,3521,127,28376.24,0.0361,223.43,0.0923
2025-01-19,WeChat Content,False,,3765,129,28915.51,0.0343,224.15,0.0806
2025-01-19,Private Community,False,,6018,257,59837.46,0.0427,232.83,0.0789
2025-01-19,Organic App Traffic,False,,7815,210,49114.61,0.0269,233.88,0.1014
2025-01-20,Store Referral,True,Lunar New Year Sale,8146,254,58313.52,0.0312,229.58,0.0667
2025-01-20,SMS Marketing,True,Lunar New Year Sale,4818,187,42009.52,0.0388,224.65,0.0845
2025-01-20,WeChat Content,True,Lunar New Year Sale,5057,163,36245.69,0.0322,222.37,0.0741
2025-01-20,Private Community,True,Lunar New Year Sale,5910,262,58234.24,0.0443,222.27,0.0743
2025-01-20,Organic App Traffic,True,Lunar New Year Sale,11069,295,62871.04,0.0267,213.12,0.0906
2025-01-21,Store Referral,False,,7328,313,101157.82,0.0427,323.19,0.0884
2025-01-21,SMS Marketing,False,,4622,232,69516.0,0.0502,299.64,0.1048
2025-01-21,WeChat Content,False,,4463,182,52826.84,0.0408,290.26,0.0732
2025-01-21,Private Community,False,,6162,340,107405.49,0.0552,315.9,0.0863
2025-01-21,Organic App Traffic,False,,9462,326,100252.3,0.0345,307.52,0.0877
2025-01-22,Store Referral,False,,6454,194,66863.07,0.0301,344.66,0.0926
2025-01-22,SMS Marketing,False,,3685,161,50886.83,0.0437,316.07,0.0993
2025-01-22,WeChat Content,False,,4883,160,56544.81,0.0328,353.41,0.077
2025-01-22,Private Community,False,,5546,244,83606.17,0.044,342.65,0.1027
2025-01-22,Organic App Traffic,False,,10631,334,127599.71,0.0314,382.04,0.0829
2025-01-23,Store Referral,False,,5543,205,61099.86,0.037,298.05,0.0885
2025-01-23,SMS Marketing,False,,3533,159,54935.23,0.045,345.5,0.0797
2025-01-23,WeChat Content,False,,4218,163,59913.18,0.0386,367.57,0.0766
2025-01-23,Private Community,False,,5139,269,97960.74,0.0523,364.17,0.0853
2025-01-23,Organic App Traffic,False,,9739,281,87796.5,0.0289,312.44,0.0661
2025-01-24,Store Referral,False,,6341,215,75028.64,0.0339,348.97,0.0656
2025-01-24,SMS Marketing,False,,3805,143,50601.74,0.0376,353.86,0.0912
2025-01-24,WeChat Content,False,,4321,145,54721.38,0.0336,377.39,0.0625
2025-01-24,Private Community,False,,5190,207,67495.05,0.0399,326.06,0.0903
2025-01-24,Organic App Traffic,False,,8202,229,75585.93,0.0279,330.07,0.0853
2025-01-25,Store Referral,False,,6090,184,72060.59,0.0302,391.63,0.0941
2025-01-25,SMS Marketing,False,,4046,154,50793.83,0.0381,329.83,0.0888
2025-01-25,WeChat Content,False,,4293,127,43424.99,0.0296,341.93,0.0841
2025-01-25,Private Community,False,,5291,236,86035.26,0.0446,364.56,0.0861
2025-01-25,Organic App Traffic,False,,8101,184,60220.34,0.0227,327.28,0.0863
2025-01-26,Store Referral,False,,5053,139,51165.92,0.0275,368.1,0.0889
2025-01-26,SMS Marketing,False,,2791,98,34786.73,0.0351,354.97,0.0948
2025-01-26,WeChat Content,False,,3172,86,30375.53,0.0271,353.2,0.0958
2025-01-26,Private Community,False,,3937,157,67428.51,0.0399,429.48,0.0981
2025-01-26,Organic App Traffic,False,,6738,154,51027.18,0.0229,331.35,0.0532
2025-01-27,Store Referral,False,,4780,127,39160.25,0.0266,308.35,0.0777
2025-01-27,SMS Marketing,False,,2361,76,28805.35,0.0322,379.02,0.0842
2025-01-27,WeChat Content,False,,3261,91,31176.86,0.0279,342.6,0.0788
2025-01-27,Private Community,False,,3319,133,40466.83,0.0401,304.26,0.0761
2025-01-27,Organic App Traffic,False,,5222,119,39364.82,0.0228,330.8,0.0829
2025-01-28,Store Referral,False,,5383,168,62103.54,0.0312,369.66,0.0899
2025-01-28,SMS Marketing,False,,3905,172,61130.48,0.044,355.41,0.1113
2025-01-28,WeChat Content,False,,3908,139,50016.01,0.0356,359.83,0.0918
2025-01-28,Private Community,False,,4585,208,72746.96,0.0454,349.75,0.0821
2025-01-28,Organic App Traffic,False,,8499,229,74675.89,0.0269,326.1,0.1079
2025-01-29,Store Referral,False,,7770,276,102191.03,0.0355,370.26,0.0796
2025-01-29,SMS Marketing,False,,4488,175,73034.43,0.039,417.34,0.078
2025-01-29,WeChat Content,False,,5269,211,71470.84,0.04,338.72,0.0712
2025-01-29,Private Community,False,,6268,307,102602.17,0.049,334.21,0.0829
2025-01-29,Organic App Traffic,False,,10119,282,113862.6,0.0279,403.77,0.0831
2025-01-30,Store Referral,False,,7560,268,93123.6,0.0354,347.48,0.1064
2025-01-30,SMS Marketing,False,,4599,219,84028.98,0.0476,383.69,0.0998
2025-01-30,WeChat Content,False,,5896,223,77078.09,0.0378,345.64,0.0649
2025-01-30,Private Community,False,,7529,390,137318.93,0.0518,352.1,0.067
2025-01-30,Organic App Traffic,False,,12499,375,128043.43,0.03,341.45,0.0895
2025-01-31,Store Referral,False,,9759,314,100213.87,0.0322,319.15,0.0987
2025-01-31,SMS Marketing,False,,4911,195,65511.05,0.0397,335.95,0.0669
2025-01-31,WeChat Content,False,,6176,213,78901.62,0.0345,370.43,0.0727
2025-01-31,Private Community,False,,6997,342,129087.69,0.0489,377.45,0.0846
2025-01-31,Organic App Traffic,False,,12316,378,146031.19,0.0307,386.33,0.0621
2025-02-01,Store Referral,False,,8189,305,112318.6,0.0372,368.26,0.0795
2025-02-01,SMS Marketing,False,,5068,242,82916.45,0.0478,342.63,0.1076
2025-02-01,WeChat Content,False,,5352,213,65584.35,0.0398,307.91,0.0994
2025-02-01,Private Community,False,,6497,313,105900.01,0.0482,338.34,0.0633
2025-02-01,Organic App Traffic,False,,11040,382,132631.32,0.0346,347.2,0.0773
2025-02-02,Store Referral,False,,7094,274,81293.74,0.0386,296.69,0.075
2025-02-02,SMS Marketing,False,,4191,210,68438.05,0.0501,325.9,0.0744
2025-02-02,WeChat Content,False,,5093,202,56270.65,0.0397,278.57,0.0786
2025-02-02,Private Community,False,,6434,372,105743.16,0.0578,284.26,0.0652
2025-02-02,Organic App Traffic,False,,11129,373,124545.03,0.0335,333.9,0.0718
2025-02-03,Store Referral,False,,6361,251,78377.22,0.0395,312.26,0.0824
2025-02-03,SMS Marketing,False,,4102,186,58414.53,0.0453,314.06,0.0554
2025-02-03,WeChat Content,False,,5376,217,70092.51,0.0404,323.01,0.0784
2025-02-03,Private Community,False,,6273,357,128301.7,0.0569,359.39,0.0867
2025-02-03,Organic App Traffic,False,,11112,346,112973.76,0.0311,326.51,0.0812
2025-02-04,Store Referral,False,,8400,313,113213.82,0.0373,361.71,0.0704
2025-02-04,SMS Marketing,False,,4689,209,70267.87,0.0446,336.21,0.0845
2025-02-04,WeChat Content,False,,4103,156,51431.7,0.038,329.69,0.0428
2025-02-04,Private Community,False,,5990,327,117863.63,0.0546,360.44,0.075
2025-02-04,Organic App Traffic,False,,9849,311,103602.91,0.0316,333.13,0.0758
2025-02-05,Store Referral,False,,6425,241,94249.31,0.0375,391.08,0.092
2025-02-05,SMS Marketing,False,,3695,194,82661.51,0.0525,426.09,0.1042
2025-02-05,WeChat Content,False,,4224,194,75415.63,0.0459,388.74,0.0888
2025-02-05,Private Community,False,,5811,312,118866.13,0.0537,380.98,0.0894
2025-02-05,Organic App Traffic,False,,10591,350,129923.86,0.033,371.21,0.0908
2025-02-06,Store Referral,False,,7541,265,109801.15,0.0351,414.34,0.0994
2025-02-06,SMS Marketing,False,,4319,204,85876.61,0.0472,420.96,0.0885
